,Carrosserie,Code_vehicule,Alimentation,Boite_vitesse,Date_debut_comerc,Date_fin_comerc,Groupe_vehicule,Classe_vehicule,Puissance_vehicule
50822,BERLINE,SB01100,ES,M,1995,1995.0,35,O,13.0
50823,BERLINE,VO22121,ES,M,1997,1997.0,36,O,11.0
50824,BERLINE,RE07758,ES,M,19122005,19122005.0,29,F,5.0
50825,MONOSPACE,FO34115,E8,M,15052012,14012013.0,31,L,7.0
50826,BERLINE,FO08217,GO,M,1993,1993.0,27,D,5.0
50827,BERLINE,HD18030,GO,M,3012005,12092005.0,29,F,5.0
50828,MONOSPACE,RE81322,GO,S,24012012,4022014.0,31,O,6.0
50829,BERLINE,AU47111,GO,S,12112015,28062018.0,38,Q,12.0
50830,BERLINE,VW28175,GO,A,2052001,2052001.0,32,L,7.0
50831,BERLINE,OP37022,ES,S,4122015,22112017.0,29,H,5.0
50832,CABRIOLET,AU21048,ES,M,2012006,2012006.0,35,P,12.0
50833,BERLINE,PE31077,GO,M,5032007,29062009.0,33,O,8.0
50834,COUPE,BM59458,ES,A,1092007,1092010.0,38,S,17.0
50835,BERLINE,MZ29008,GO,M,1092002,1102003.0,32,L,8.0
50836,BERLINE,VW02027,ES,S,1082012,20072016.0,30,K,6.0
50837,BERLINE,VW04040,GO,M,1981,1982.0,26,D,5.0
50838,BERLINE,SE07075,ES,A,2000,1082003.0,33,K,9.0
50839,COUPE,TO04030,ES,M,30052005,15052006.0,33,M,9.0
50840,BERLINE,ME38174,ES,A,1997,2000.0,37,Q,13.0
50841,BERLINE,SE02662,ES,M,1112009,1022012.0,28,E,4.0
50842,BERLINE,VW11591,ES,M,16032005,3092007.0,34,N,9.0
50843,BERLINE,RE66233,GO,M,15122003,1092004.0,30,K,5.0
50844,MONOSPACE,RE97069,ES,M,6032018,,32,L,7.0
50845,BERLINE,ME49081,ES,M,8092003,8012004.0,30,K,7.0
50846,CABRIOLET,BM71172,GO,A,1072014,1032016.0,37,R,12.0
50847,MONOSPACE,VW34261,GO,S,3052011,12062015.0,32,M,5.0
50848,BERLINE,CI28062,ES,M,1994,1994.0,33,L,7.0
50849,BERLINE,PE10010,ES,M,1986,1989.0,27,E,5.0
50850,BERLINE,AU06045,GO,M,1982,1982.0,28,K,7.0
50851,BERLINE,FI10020,ES,M,1985,1985.0,28,E,6.0
50852,BERLINE,RE71010,GO,M,16092005,19122005.0,30,H,5.0
50853,BERLINE,FO08296,ES,M,1995,1995.0,27,E,6.0
50854,COUPE,OP17316,ES,M,9072001,16112004.0,33,L,8.0
50855,BERLINE,OP16038,ES,M,1992,1992.0,33,J,10.0
50856,BERLINE,AU37037,ES,M,8102009,5082011.0,37,P,12.0
50857,BERLINE,OP06563,ES,M,15092006,14032007.0,29,F,5.0
50858,BERLINE,SE15012,GO,M,26032009,1052010.0,34,L,8.0
50859,COUPE,VW43012,ES,A,30062008,1102009.0,36,O,12.0
50860,BERLINE,NA05378,ES,M,1092017,,29,H,4.0
50861,CABRIOLET,AU18718,ES,A,3012005,1062005.0,37,S,15.0
50862,BERLINE,BM66403,ES,A,2072012,1072013.0,39,U,20.0
50863,BERLINE,RE71058,GO,M,16092005,19122005.0,28,H,4.0
50864,BERLINE,BM66468,GO,A,1072013,1072014.0,38,S,15.0
50865,BERLINE,OP15040,ES,M,1990,1992.0,38,Q,15.0
50866,AUTRE,MZ37030,ES,A,1062018,,32,M,8.0
50867,MONOSPACE,VW25158,GO,M,1052009,19072010.0,32,O,8.0
50868,MONOSPACE,PE43083,ES,A,5092011,2012013.0,33,N,9.0
50869,MONOSPACE,BM73173,GO,A,1032015,1032017.0,34,P,8.0
50870,BERLINE,MN01096,ES,A,23032010,1032014.0,30,J,6.0
50871,AUTRE,VO26165,GO,M,17022002,2012003.0,31,L,6.0
50872,BERLINE,FO21726,ES,M,6092010,2042013.0,32,L,7.0
50873,BERLINE,OP06638,GO,M,1012010,6012011.0,32,J,7.0
50874,BERLINE,PE32119,ES,A,26092002,26092002.0,32,L,9.0
50875,LIMOUSINE,BM64008,ES,A,2112008,7022012.0,40,HC,23.0
50876,BERLINE,DC02080,ES,M,1072015,2112016.0,28,B,5.0
50877,BERLINE,AU17110,GO,A,8102013,17102017.0,40,HC,27.0
50878,BERLINE,AU17025,ES,A,1999,1999.0,39,U,17.0
50879,BERLINE,VO22090,ES,M,1995,1996.0,34,N,9.0
50880,BERLINE,RE66587,GO,M,19122005,8012008.0,33,M,8.0
50881,CABRIOLET,FI26028,ES,M,1995,1995.0,27,H,6.0
50882,BERLINE,SE15015,GO,M,26032009,29042013.0,34,M,8.0
50883,BERLINE,RE53438,GO,M,2072001,2092002.0,29,I,5.0
50884,BERLINE,VW35320,GO,S,24042008,1092008.0,32,M,6.0
50885,LUDOSPACE,PE29010,GO,M,1997,1998.0,28,H,7.0
50886,BERLINE,RE71101,ES,M,10072006,17122007.0,31,H,7.0
50887,BERLINE,OP09180,ES,M,1987,1988.0,29,D,6.0
50888,MONOSPACE,RE57013,ES,M,1999,2000.0,33,O,9.0
50889,MONOSPACE,VW50143,GO,S,1012018,2072018.0,34,O,8.0
50890,LUDOSPACE,VW01245,GO,M,9122013,1072015.0,32,M,8.0
50891,COUPE,BM67454,GO,M,1092011,1112012.0,36,R,10.0
50892,BERLINE,CI07006,ES,M,1991,1991.0,29,F,7.0
50893,MONOSPACE,SE10093,GO,M,1012007,1072007.0,33,N,9.0
50894,BERLINE,VO25042,ES,A,1999,1999.0,36,N,13.0
50895,BERLINE,ME64096,GO,M,15012015,22052018.0,34,P,7.0
50896,BERLINE,TO39018,ES,M,15092011,3102017.0,29,H,5.0
50897,BERLINE,RO03003,ES,M,1991,1991.0,31,F,7.0
50898,BERLINE,AR08021,GO,M,1102010,15112011.0,33,L,7.0
50899,BERLINE,SK07491,ES,M,17052018,,30,G,5.0
50900,BERLINE,BM16058,ES,A,1997,1997.0,32,L,8.0
50901,BERLINE,BM67097,ES,M,1102010,1092011.0,33,M,7.0
50902,BERLINE,RE48022,ES,M,1993,1993.0,34,O,11.0
50903,BERLINE,RE31024,ES,M,1981,9999.0,31,D,12.0
50904,BERLINE,AU28256,ES,M,25042010,6122012.0,31,L,6.0
50905,BERLINE,AR07041,GO,A,7092018,,34,P,8.0
50906,BERLINE,AU49030,ES,M,19052016,27042017.0,37,O,10.0
50907,BERLINE,OP09343,GO,M,1990,1991.0,29,H,4.0
50908,BERLINE,VW49012,GO,M,5112012,28042015.0,31,L,5.0
50909,BERLINE,RE48071,GO,M,1997,1998.0,33,P,6.0
50910,MONOSPACE,ME55047,GN,M,4042008,26042010.0,31,N,
50911,BERLINE,ME49247,ES,A,15062012,3072015.0,32,N,6.0
50912,BERLINE,FI40067,GO,M,1032005,2052005.0,31,J,6.0
50913,BERLINE,RE42045,ES,M,1987,1990.0,28,E,6.0
50914,BERLINE,NA05105,ES,M,1012003,1082008.0,29,F,5.0
50915,CABRIOLET,ME39024,ES,A,1994,1994.0,34,S,14.0
50916,BERLINE,FO09032,ES,M,1978,1981.0,30,G,11.0
50917,BERLINE,PE18230,ES,M,2000,1072003.0,28,E,4.0
50918,BERLINE,VW12625,GO,M,24092007,15052008.0,30,I,5.0
50919,COUPE,ME48008,ES,A,1997,12052000.0,37,Q,13.0
50920,MONOSPACE,DC04030,GO,M,5112013,1092015.0,30,G,5.0
50921,BERLINE,AU15784,ES,V,15052007,15092008.0,35,Q,12.0
50922,BERLINE,ME38197,ES,M,1998,1998.0,36,O,11.0
50923,MONOSPACE,TO30056,ES,M,1082008,5052009.0,32,L,8.0
50924,MONOSPACE,PE33016,ES,A,2122002,30052005.0,35,P,14.0
50925,MONOSPACE,VW50068,E8,M,9072015,27062016.0,32,L,6.0
50926,BERLINE,SK07025,ES,M,1022002,1022002.0,28,E,5.0
50927,LUDOSPACE,RE55144,GO,M,1092004,18072005.0,28,I,5.0
50928,BERLINE,FO13211,ES,M,1987,1989.0,32,I,10.0
50929,BERLINE,RE80178,GO,M,4012011,4092012.0,31,L,5.0
50930,BERLINE,RE34074,ES,M,1990,1990.0,34,M,16.0
50931,BERLINE,FI42065,GO,M,1102008,1042010.0,31,J,6.0
50932,MONOSPACE,RE64040,ES,M,17012005,17012005.0,32,M,9.0
50933,CABRIOLET,VW40009,ES,M,4042006,1082006.0,36,P,13.0
50934,BERLINE,AU15703,GO,V,1062006,15092008.0,35,Q,11.0
50935,BERLINE,PE50006,ES,M,16062014,4052015.0,28,F,4.0
50936,BERLINE,BM27102,ES,M,1032005,1092006.0,38,R,17.0
50937,MONOSPACE,RE69056,GO,M,18072005,31032006.0,31,M,6.0
50938,BERLINE,CI58095,GO,M,2062014,4052015.0,30,K,4.0
50939,BERLINE,OP14022,ES,M,1978,9999.0,30,A,11.0
50940,BERLINE,RE66761,E8,M,8012008,5012009.0,32,J,7.0
50941,BERLINE,AR28042,GO,M,2072007,1062010.0,36,O,13.0
50942,BERLINE,HD10012,GO,M,20022003,1112005.0,29,H,5.0
50943,BERLINE,BM25159,GO,M,10032004,1092006.0,36,R,11.0
50944,BERLINE,FO21185,ES,A,1998,1998.0,31,L,9.0
50945,AUTRE,BM66561,GO,A,1072013,1022017.0,39,S,15.0
50946,COUPE,BM71053,GO,M,1112013,1032015.0,36,Q,10.0
50947,BERLINE,VW51087,GO,M,23042015,27042018.0,33,M,6.0
50948,BERLINE,MN01184,GO,M,1032011,1072014.0,33,M,7.0
50949,BERLINE,CI48147,ES,M,11122015,3042018.0,28,G,4.0
50950,BERLINE,ME39205,ES,A,1998,1998.0,40,T,24.0
50951,BERLINE,ME38275,ES,M,1999,2000.0,33,N,9.0
50952,MONOSPACE,CI50168,GO,A,1032012,2012013.0,32,O,10.0
50953,BERLINE,VO29020,ES,A,1997,1998.0,33,O,12.0
50954,CABRIOLET,BM62019,ES,M,26032009,30032010.0,40,HC,28.0
50955,BERLINE,BM59328,ES,A,1092007,16092008.0,35,O,9.0
50956,BERLINE,FO28547,GO,M,1122014,15072015.0,30,J,5.0
50957,BERLINE,FO07049,ES,M,1982,1986.0,28,E,5.0
50958,BERLINE,CI30095,GO,M,1996,1996.0,29,H,6.0
50959,CABRIOLET,PE24358,ES,M,1999,2052000.0,30,L,6.0
50960,BERLINE,MN01443,ES,A,2112015,1022018.0,33,M,7.0
50961,BERLINE,NA12059,ES,M,1995,1995.0,30,G,6.0
50962,MONOSPACE,CI50012,GO,S,5102006,3112008.0,31,N,6.0
50963,BERLINE,PE32110,ES,A,2052003,28022005.0,31,K,7.0
50964,BERLINE,PE32519,ES,A,23062005,2052007.0,31,K,7.0
50965,BERLINE,RE80157,ES,M,2112010,5072011.0,32,K,7.0
50966,CABRIOLET,AN05044,ES,M,1994,1994.0,26,I,6.0
50967,LUDOSPACE,FI39050,GO,M,10092003,10092003.0,30,H,6.0
50968,BERLINE,HD24107,ES,M,1012017,11052018.0,30,H,5.0
50969,BERLINE,FI19302,ES,M,4042017,15052018.0,27,J,4.0
50970,BERLINE,SE02581,GO,M,1052008,1122009.0,31,I,6.0
50971,AUTRE,CI36522,GO,M,3102011,17032014.0,32,O,7.0
50972,BERLINE,VW12541,ES,M,28052006,29062009.0,29,I,5.0
50973,AUTRE,VW42144,GO,S,5052015,1042016.0,34,P,10.0
50974,BERLINE,RE66533,ES,M,19122005,10072006.0,31,K,7.0
50975,CABRIOLET,BM53071,ES,S,1092011,31122016.0,39,S,21.0
50976,MONOSPACE,VW25019,GO,M,1997,1997.0,30,N,6.0
50977,MONOSPACE,RE64151,GO,M,4072012,9042013.0,33,O,8.0
50978,CABRIOLET,PO01152,ES,S,1082012,28062016.0,44,HC,29.0
50979,BERLINE,RE53057,GO,M,1997,1997.0,29,I,6.0
50980,BERLINE,SE02709,GO,M,1052010,1022012.0,31,I,5.0
50981,BERLINE,IF09011,GO,A,1012015,,35,R,9.0
50982,BERLINE,RE66795,GO,M,8012008,5012009.0,34,L,8.0
50983,MONOSPACE,VW34322,GO,M,12062015,,34,N,8.0
50984,BERLINE,TO05059,ES,M,1998,2000.0,30,G,6.0
50985,CABRIOLET,ME48103,ES,A,8092003,18012005.0,37,T,15.0
50986,BERLINE,OP16233,ES,A,2000,2000.0,34,M,9.0
50987,BERLINE,VO22032,ES,A,1995,1996.0,34,O,12.0
50988,MONOSPACE,CI70057,GO,M,3042018,1062018.0,32,M,6.0
50989,BERLINE,OP16437,GO,M,8032004,8032004.0,33,M,7.0
50990,BERLINE,LA08002,ES,M,1983,1986.0,29,G,6.0
50991,BERLINE,AU28515,ES,M,23042015,19052016.0,34,N,8.0
50992,BERLINE,ME64180,GO,A,14042016,9012017.0,32,P,5.0
50993,BERLINE,FI19231,ES,M,1072016,,27,G,4.0
50994,BERLINE,FO08889,ES,M,27062017,,30,H,5.0
50995,BERLINE,SE12124,ES,S,6042009,1042011.0,34,L,9.0
50996,BERLINE,AU33263,ES,V,19102009,25042013.0,37,P,12.0
50997,BERLINE,SK06168,GO,M,1122006,1062010.0,33,N,
50998,BERLINE,LA09046,ES,A,1994,1994.0,35,P,16.0
50999,BERLINE,BM21031,ES,A,1990,1991.0,34,O,12.0
51000,MONOSPACE,RE69029,ES,M,1092004,18072005.0,32,K,7.0
51001,BERLINE,PE39468,GO,A,2112015,30042018.0,32,L,6.0
51002,BERLINE,LD14001,ES,M,1052010,1092011.0,31,C,6.0
51003,AUTRE,SG08002,ES,M,15062015,1092016.0,30,I,7.0
51004,BERLINE,CI30028,GO,M,1993,1996.0,29,H,6.0
51005,BERLINE,BM69004,ES,M,22092011,1032015.0,33,N,7.0
51006,BERLINE,BM66790,ES,A,1032017,1062018.0,40,S,22.0
51007,BERLINE,BM70481,GO,M,1072015,1022018.0,34,O,8.0
51008,CABRIOLET,OP21033,ES,S,7082008,2042009.0,30,K,5.0
51009,BERLINE,OP06074,ES,M,1989,1989.0,27,D,5.0
51010,BERLINE,VW48130,ES,M,2102017,,30,F,4.0
51011,BERLINE,FO08210,ES,M,1993,1993.0,27,E,6.0
51012,BERLINE,RE53301,ES,M,1999,2000.0,32,I,7.0
51013,BERLINE,RO26005,ES,M,1998,1998.0,32,K,7.0
51014,BERLINE,VW22164,ES,M,1997,1997.0,34,L,9.0
51015,BERLINE,BM69595,GO,M,1062017,1062018.0,31,M,5.0
51016,BERLINE,HO18002,ES,V,1042002,8102003.0,28,I,5.0
51017,BERLINE,BM70309,GO,M,1032013,1072015.0,34,O,7.0
51018,CABRIOLET,PO01135,ES,S,12052011,1082012.0,44,HC,31.0
51019,BERLINE,FO08908,ES,A,27062017,,30,J,
51020,BERLINE,VW48088,ES,M,1112013,1022014.0,27,C,3.0
51021,BERLINE,RE07657,ES,A,15122003,15122003.0,30,I,6.0
51022,BERLINE,MN01421,ES,M,2112015,1022018.0,33,L,7.0
51023,BERLINE,VW02015,ES,M,4112011,1112014.0,33,K,9.0
51024,BERLINE,FO45120,GO,S,7052018,,35,O,10.0
51025,CABRIOLET,AU49125,GO,S,19052016,27042017.0,36,P,10.0
51026,MONOSPACE,RE81366,GO,M,9042013,4022014.0,30,L,5.0
51027,BERLINE,OP06768,GO,M,24062016,15122016.0,30,J,4.0
51028,BERLINE,KA16093,ES,M,19072010,1012011.0,32,J,7.0
51029,BERLINE,SZ01021,ES,M,1011997,31121997.0,26,C,4.0
51030,COUPE,BM71556,ES,A,1032017,,38,R,15.0
51031,COUPE,LR09005,GO,M,15092011,1092015.0,32,Q,8.0
51032,BERLINE,VO27008,GO,A,1032016,,36,R,10.0
51033,BERLINE,SK11035,ES,M,5112012,5102015.0,28,D,4.0
51034,BERLINE,BM35010,ES,M,1995,1997.0,38,T,15.0
51035,MONOSPACE,PE25045,GO,M,1999,1999.0,32,O,8.0
51036,COUPE,FI14015,ES,M,1972,1975.0,29,E,7.0
51037,BERLINE,OP06542,ES,M,2012006,2052006.0,27,F,4.0
51038,BERLINE,AU36157,ES,A,7122009,6122010.0,39,S,19.0
51039,CABRIOLET,CI58136,GO,S,1012015,1042015.0,30,L,5.0
51040,BERLINE,MN01712,ES,M,1022018,,33,K,7.0
51041,BERLINE,SK06283,ES,S,1062009,7112011.0,33,L,7.0
51042,BERLINE,TA01001,ES,M,1952,9999.0,26,A,7.0
51043,BERLINE,PE07134,ES,M,1992,1992.0,26,C,4.0
51044,BERLINE,VW44107,GO,S,1122009,2062012.0,31,L,5.0
51045,BERLINE,LA08011,ES,M,1983,1986.0,31,H,8.0
51046,MONOSPACE,BM73674,ES,S,1022018,,36,O,10.0
51047,BERLINE,TO05152,GO,S,15052006,5062007.0,30,J,5.0
51048,BERLINE,AU39208,GO,M,24112014,5102017.0,32,K,5.0
51049,BERLINE,AU28170,ES,S,24042008,23042009.0,38,Q,16.0
51050,BERLINE,VW37029,ES,M,31082009,1012010.0,27,C,4.0
51051,BERLINE,LA02013,ES,A,1992,1992.0,32,L,12.0
51052,CABRIOLET,BM53050,ES,A,1092011,1072014.0,35,R,11.0
51053,BERLINE,SE07018,ES,M,1993,1994.0,29,G,7.0
51054,BERLINE,RE53070,GO,M,1997,1997.0,29,I,6.0
51055,LIMOUSINE,VW32017,GO,A,1052009,3102013.0,38,V,16.0
51056,BERLINE,MZ13023,GO,M,1996,1996.0,28,F,6.0
51057,BERLINE,DA10002,ES,M,1979,1982.0,28,D,6.0
51058,BERLINE,ME49398,GO,A,3072015,1062018.0,33,O,7.0
51059,AUTRE,AU29083,GO,A,23042009,26042010.0,40,V,25.0
51060,COUPE,BM58359,GO,A,22092009,1112013.0,33,N,8.0
51061,BERLINE,FI19299,ES,M,1012017,,30,I,5.0
51062,BERLINE,OP17536,GO,M,2012009,1072011.0,31,K,6.0
51063,BERLINE,AU50007,GO,A,15062018,,38,S,13.0
51064,MONOSPACE,MZ27010,ES,M,19112001,2052005.0,30,J,7.0
51065,BERLINE,TO27194,GO,A,16072014,1102015.0,33,M,9.0
51066,CABRIOLET,VW02041,ES,S,4122012,1112014.0,33,M,9.0
51067,BERLINE,SK08192,GO,M,7112011,18022013.0,32,M,5.0
51068,BERLINE,FI09065,ES,M,1993,1994.0,31,I,9.0
51069,BERLINE,RE71442,GO,M,5072011,31082011.0,30,J,4.0
51070,COUPE,VW43008,ES,M,30062008,7102010.0,36,N,12.0
51071,MONOSPACE,VW36074,ES,M,5102007,24042008.0,33,L,8.0
51072,MONOSPACE,PE33061,ES,M,3102005,3112008.0,33,N,9.0
51073,BERLINE,BM70777,GO,M,1032016,1112016.0,36,Q,10.0
51074,BERLINE,ME39400,GO,M,2012003,17012006.0,33,Q,8.0
51075,COUPE,CH14004,ES,M,15092004,2052008.0,37,P,15.0
51076,BERLINE,PE30357,ES,A,25092004,30052005.0,31,I,7.0
51077,BERLINE,RE37005,ES,M,1972,1976.0,25,B,4.0
51078,BERLINE,PE15034,ES,A,1982,1983.0,32,J,11.0
51079,BERLINE,FO08318,ES,M,1996,1998.0,29,F,6.0
51080,BERLINE,VO33365,GO,A,19032015,21062018.0,36,O,10.0
51081,BERLINE,LA18036,ES,M,1032005,1032006.0,30,H,6.0
51082,CABRIOLET,ME41015,ES,A,1999,2081999.0,36,HC,14.0
51083,BERLINE,PE31035,ES,A,1122004,5062006.0,36,Q,14.0
51084,BERLINE,AU19574,ES,S,24012013,24042014.0,31,N,5.0
51085,MONOSPACE,ME56033,ES,A,3012012,2092013.0,39,T,21.0
51086,BERLINE,SK01006,ES,M,1993,1993.0,27,A,6.0
51087,BERLINE,AU19549,GO,S,27092012,19052016.0,34,N,8.0
51088,MONOSPACE,NA37043,GO,M,2022009,1042011.0,30,K,6.0
51089,MONOSPACE,FO34157,ES,M,31012014,7042015.0,33,L,8.0
51090,BERLINE,ME40126,GO,A,19072013,24052017.0,39,V,15.0
51091,BERLINE,SK07362,GO,A,15112014,5102015.0,30,I,4.0
51092,BERLINE,SE15127,ES,V,1042011,29052012.0,36,N,12.0
51093,BERLINE,CI38165,ES,M,2092002,2052003.0,28,E,4.0
51094,BERLINE,SE12279,GO,M,24012014,3072015.0,32,K,
51095,MONOSPACE,CI44037,ES,M,29082005,3112008.0,33,N,9.0
51096,MONOSPACE,RE81509,ES,M,3112015,2112016.0,31,K,6.0
51097,BERLINE,PE07009,ES,M,1991,1991.0,27,D,4.0
51098,BERLINE,BM59352,ES,A,1092007,16092008.0,39,Q,17.0
51099,BERLINE,AU33058,ES,M,24042008,25042013.0,37,O,12.0
51100,BERLINE,RE88017,GO,M,23102012,1012014.0,30,J,4.0
51101,BERLINE,VW12345,GO,M,18082003,1012004.0,29,H,4.0
51102,BERLINE,AU28004,ES,M,23092004,2012006.0,34,N,9.0
51103,BERLINE,FO21617,GO,A,3032008,15032010.0,33,N,9.0
51104,BERLINE,SK06055,GO,M,1012003,1012004.0,31,I,5.0
51105,BERLINE,PO12011,GO,A,1062013,13012014.0,38,V,15.0
51106,MONOSPACE,CI56024,GO,M,1102010,2112011.0,30,K,5.0
51107,AUTRE,MN03241,ES,M,1062017,16052018.0,30,N,6.0
51108,BERLINE,RE86007,GO,A,3062013,1042014.0,34,P,10.0
51109,BERLINE,BM69043,GO,A,22092011,1032015.0,34,N,7.0
51110,BERLINE,RO20011,GO,M,1998,1998.0,30,G,6.0
51111,BERLINE,VW49324,ES,S,28042015,17012017.0,32,L,6.0
51112,BERLINE,OP13110,ES,A,1992,1992.0,32,L,8.0
51113,BERLINE,ME66433,GO,A,15042016,1062018.0,36,P,9.0
51114,CABRIOLET,BM56012,ES,A,1092004,1092004.0,38,V,17.0
51115,LUDOSPACE,VW01101,GO,M,4062010,28072010.0,31,J,6.0
51116,BERLINE,AU19517,ES,S,13062012,19052016.0,35,N,10.0
51117,AUTRE,FI28398,GO,M,15062006,1042011.0,32,M,7.0
51118,MONOSPACE,PE42102,GO,S,4112013,29062015.0,31,N,6.0
51119,BERLINE,FO08311,GO,M,1995,1995.0,27,F,5.0
51120,BERLINE,AU19521,GO,M,13062012,19052016.0,34,M,7.0
51121,MONOSPACE,CI70096,ES,M,2072018,,32,L,7.0
51122,BERLINE,CI40309,GO,M,2092002,24052004.0,30,J,5.0
51123,BERLINE,SK08102,ES,M,1092008,1012010.0,35,L,10.0
51124,BERLINE,BM69027,GO,M,22092011,1032015.0,32,M,6.0
51125,COUPE,BM73469,ES,M,1062017,,33,N,7.0
51126,BERLINE,AU37277,ES,V,28052015,4102016.0,35,P,10.0
51127,LUDOSPACE,FI39292,GO,M,13112015,1072017.0,29,K,5.0
51128,BERLINE,PE34116,ES,A,3102005,2052007.0,34,O,11.0
51129,BERLINE,SE02647,GO,M,15012009,15062009.0,31,I,5.0
51130,MONOSPACE,FO25144,GO,M,1072015,4122017.0,32,O,6.0
51131,BERLINE,FI04216,GO,M,1102014,1062015.0,28,I,5.0
51132,BERLINE,BM17185,ES,A,8022003,1092003.0,33,N,9.0
51133,BERLINE,AU39310,ES,M,27042017,5102017.0,32,K,6.0
51134,BERLINE,MI04009,ES,M,2012006,2012006.0,39,Q,18.0
51135,MONOSPACE,SE13035,GO,S,1062007,1012008.0,32,L,6.0
51136,COUPE,ME61221,ES,M,15012013,2072014.0,36,P,11.0
51137,BERLINE,DW03013,ES,M,1092000,15042002.0,31,G,7.0
51138,BERLINE,SK05020,ES,M,1998,1998.0,27,B,6.0
51139,COUPE,VW43035,GO,M,1102009,7102010.0,33,N,7.0
51140,AUTRE,BM23058,ES,M,17072000,1092001.0,36,P,11.0
51141,BERLINE,AR25003,ES,M,26102000,29112002.0,31,J,8.0
51142,BERLINE,ME49180,ES,V,4042008,3062009.0,29,L,6.0
51143,BERLINE,MN01181,GO,A,1032011,1072014.0,31,M,6.0
51144,MONOSPACE,VW34445,GO,M,1042018,,32,M,6.0
51145,BERLINE,SK07108,ES,M,1062005,1072006.0,29,F,5.0
51146,BERLINE,SE02102,ES,M,1993,1993.0,30,E,6.0
51147,BERLINE,OP06500,GO,M,18082004,31012005.0,28,H,4.0
51148,BERLINE,OP06383,ES,A,1102000,5052003.0,29,H,6.0
51149,COUPE,AL01004,ES,M,1968,1976.0,33,K,9.0
51150,AUTRE,PE49075,ES,A,2052016,,31,K,6.0
51151,BERLINE,AR25192,GO,M,2042009,1012010.0,34,L,8.0
51152,COUPE,BM67027,GO,A,30032010,1072013.0,37,R,12.0
51153,BERLINE,RE07360,ES,M,1999,2000.0,28,E,4.0
51154,BERLINE,PE13065,GO,M,1993,1994.0,29,I,7.0
51155,BERLINE,MZ15042,ES,M,1990,1990.0,29,E,6.0
51156,BERLINE,AU37389,GO,M,27042017,,34,Q,8.0
51157,BERLINE,OP17025,ES,M,1993,1993.0,30,G,6.0
51158,BERLINE,CI62034,GO,S,1102013,4052015.0,34,P,8.0
51159,BERLINE,AR03015,ES,M,1986,1988.0,34,K,7.0
51160,BERLINE,AU28216,GO,M,7122009,6122012.0,30,M,5.0
51161,BERLINE,ME38082,GO,M,1996,1998.0,34,P,7.0
51162,BERLINE,LX02005,ES,A,11042005,1032008.0,37,T,17.0
51163,BERLINE,BM69204,GO,M,1112012,1032015.0,36,O,10.0
51164,BERLINE,VW22204,GO,M,1997,1997.0,31,K,5.0
51165,BERLINE,VW12536,ES,M,28052006,1122006.0,30,G,5.0
51166,LUDOSPACE,VW01200,GO,S,13102011,1072015.0,32,M,8.0
51167,LUDOSPACE,OP29090,GO,M,24042015,2032018.0,30,J,5.0
51168,BERLINE,OP13208,ES,A,1998,1998.0,36,O,14.0
51169,BERLINE,MN01727,ES,M,1022018,,36,M,11.0
51170,BERLINE,OP16024,ES,M,1989,1991.0,34,J,10.0
51171,MONOSPACE,FO35055,GO,S,12082013,1072015.0,33,O,8.0
51172,BERLINE,FO08523,ES,M,2052007,1062008.0,29,E,5.0
51173,BERLINE,RE48029,ES,M,1994,1995.0,34,N,11.0
51174,BERLINE,SE07032,ES,M,1995,1997.0,34,L,9.0
51175,BERLINE,ME64167,ES,A,14042016,9012017.0,33,O,7.0
51176,BERLINE,FO09018,ES,M,1984,1984.0,30,I,10.0
51177,BERLINE,DC02062,GP,M,29012013,1092015.0,28,C,4.0
51178,COUPE,BM71040,ES,A,1072013,1032016.0,39,S,20.0
51179,LUDOSPACE,RE55040,ES,M,1999,1999.0,28,H,6.0
51180,MONOSPACE,RE81264,E8,M,1122011,27112012.0,31,K,7.0
51181,BERLINE,FO12022,ES,M,1988,1989.0,34,N,14.0
51182,BERLINE,VW37014,ES,M,27022006,27022006.0,29,E,5.0
51183,BERLINE,VO12030,GO,M,1985,1987.0,29,G,5.0
51184,BERLINE,BM27134,GO,M,26092005,1092006.0,37,S,15.0
51185,BERLINE,ME39256,ES,A,1999,1999.0,36,Q,12.0
51186,CABRIOLET,SB04113,GP,A,1999,9021999.0,32,Q,9.0
51187,CABRIOLET,ME66369,GO,A,27062016,29062018.0,37,R,11.0
51188,BERLINE,ME49272,GO,M,15062012,3012015.0,33,O,7.0
51189,BERLINE,PE09051,ES,M,1986,1987.0,29,G,7.0
51190,BERLINE,PE37061,ES,M,18122006,2052007.0,32,H,7.0
51191,BERLINE,BM58432,GO,A,1102010,1092011.0,35,O,10.0
51192,BERLINE,FO07271,ES,M,1992,1992.0,31,I,10.0
51193,AUTRE,ME66409,GO,A,15042016,1062018.0,37,R,11.0
51194,CABRIOLET,GR01003,ES,M,1994,1997.0,25,F,6.0
51195,BERLINE,RE60185,GO,M,10072006,12092007.0,34,M,8.0
51196,BERLINE,ME63352,GO,A,17072014,18012016.0,39,T,15.0
51197,BERLINE,KA16129,GO,M,7052012,15092015.0,31,K,5.0
51198,MONOSPACE,VW34082,GO,M,1092005,1092005.0,30,K,6.0
51199,BERLINE,RE74080,GO,A,6072009,28092010.0,33,N,9.0
51200,BERLINE,BM34022,ES,A,1997,1997.0,37,T,16.0
51201,BERLINE,LA02053,ES,M,1999,1999.0,33,K,9.0
